timestamp_iso8601,timestamp_epoch_ms,remote_ip,remote_port,payload
2025-11-19T19:15:45.540Z,1763579745540,192.168.140.197,3132,"107729,9586,4,EM,1,100,RS,RE,PS,MN
107764,9587,1,SF,1,100,0.2782
107765,9588,2,PI,1,100,807,812
107765,9589,2,PR,1,100,1089,1089
107765,9590,2,PG,1,100,205,212
107764,9591,1,EA,1,100,0.030305
107764,9592,1,EL,1,100,26438.000000
107757,9593,1,T1,1,100,28.602
107772,9594,1,TH,1,100,28.478
107791,9595,3,AX,1,100,0.942,0.945,0.938
107791,9596,3,AY,1,100,-0.260,-0.260,-0.259
107791,9597,3,AZ,1,100,0.060,0.062,0.064
107791,9598,3,GX,1,100,0.366,0.519,0.610
107791,9599,3,GY,1,100,0.488,0.885,1.068
"
2025-11-19T19:15:45.543Z,1763579745543,192.168.140.197,3132,"107791,9600,3,GZ,1,100,0.427,0.244,0.183
107791,9601,3,MX,1,100,-10,-10,-10
107791,9602,3,MY,1,100,53,53,51
107791,9603,3,MZ,1,100,24,24,26
107730,9604,1,BV,1,100,4.05
107730,9605,1,B%,1,100,98
"
2025-11-19T19:15:45.637Z,1763579745637,192.168.140.197,3132,"107885,9606,3,PI,1,100,822,816,813
107885,9607,3,PR,1,100,1081,1091,1092
107885,9608,3,PG,1,100,206,215,206
107897,9609,2,EA,1,100,0.030305,0.030305
107897,9610,2,EL,1,100,26438.199219,26438.199219
107890,9611,1,T1,1,100,28.686
107905,9612,1,TH,1,100,28.478
107871,9613,2,AX,1,100,0.941,0.940
107871,9614,2,AY,1,100,-0.262,-0.257
107871,9615,2,AZ,1,100,0.059,0.059
107871,9616,2,GX,1,100,0.519,0.488
107871,9617,2,GY,1,100,0.458,0.214
107871,9618,2,GZ,1,100,0.610,0.244
107871,9619,2,MX,1,100,-9,-9
"
2025-11-19T19:15:45.649Z,1763579745649,192.168.140.197,3132,"107871,9620,2,MY,1,100,52,52
107871,9621,2,MZ,1,100,24,24
"
2025-11-19T19:15:45.651Z,1763579745651,192.168.140.197,3132,"107930,9622,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:45.734Z,1763579745734,192.168.140.197,3132,"107930,9622,4,EM,1,100,RS,RE,PS,MN
108005,9623,3,PI,1,100,819,804,823
108005,9624,3,PR,1,100,1093,1096,1082
108005,9625,3,PG,1,100,202,212,231
107964,9626,1,EA,1,100,0.030305
107964,9627,1,EL,1,100,26438.199219
107991,9628,3,AX,1,100,0.945,0.939,0.941
107991,9629,3,AY,1,100,-0.261,-0.257,-0.261
107991,9630,3,AZ,1,100,0.062,0.062,0.059
107991,9631,3,GX,1,100,0.488,0.458,0.427
107991,9632,3,GY,1,100,0.702,0.549,0.336
107991,9633,3,GZ,1,100,0.427,0.397,0.305
107991,9634,3,MX,1,100,-9,-11,-9
"
2025-11-19T19:15:45.735Z,1763579745735,192.168.140.197,3132,"107991,9635,3,MY,1,100,53,52,52
107991,9636,3,MZ,1,100,24,25,23
"
2025-11-19T19:15:45.843Z,1763579745843,192.168.140.197,3132,"108097,9637,1,SF,1,100,0.2750
108085,9638,2,PI,1,100,805,815
108085,9639,2,PR,1,100,1078,1089
108085,9640,2,PG,1,100,204,208
108097,9641,2,EA,1,100,0.030305,0.030305
108097,9642,2,EL,1,100,26438.000000,26438.000000
108024,9643,1,T1,1,100,28.687
108038,9644,1,TH,1,100,28.431
108111,9645,3,AX,1,100,0.943,0.943,0.941
108111,9646,3,AY,1,100,-0.261,-0.259,-0.261
108111,9647,3,AZ,1,100,0.057,0.061,0.061
108111,9648,3,GX,1,100,0.366,0.397,0.610
108111,9649,3,GY,1,100,0.183,0.519,1.068
"
2025-11-19T19:15:45.844Z,1763579745844,192.168.140.197,3132,"108111,9650,3,GZ,1,100,0.885,0.122,0.458
108111,9651,3,MX,1,100,-10,-10,-10
108111,9652,3,MY,1,100,53,52,53
108111,9653,3,MZ,1,100,24,24,24
"
2025-11-19T19:15:45.846Z,1763579745846,192.168.140.197,3132,"108133,9654,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:45.938Z,1763579745938,192.168.140.197,3132,"108133,9654,4,EM,1,100,RS,RE,PS,MN
108205,9655,3,PI,1,100,828,823,812
108205,9656,3,PR,1,100,1072,1084,1079
108205,9657,3,PG,1,100,212,211,209
108164,9658,1,EA,1,100,0.030305
108164,9659,1,EL,1,100,26438.199219
108157,9660,1,T1,1,100,28.581
108172,9661,1,TH,1,100,28.438
108191,9662,2,AX,1,100,0.943,0.941
108191,9663,2,AY,1,100,-0.260,-0.261
108191,9664,2,AZ,1,100,0.059,0.061
108191,9665,2,GX,1,100,0.458,0.305
108191,9666,2,GY,1,100,0.397,0.458
108191,9667,2,GZ,1,100,0.336,0.549
"
2025-11-19T19:15:45.944Z,1763579745944,192.168.140.197,3132,"108191,9668,2,MX,1,100,-9,-10
108191,9669,2,MY,1,100,52,52
108191,9670,2,MZ,1,100,24,25
"
2025-11-19T19:15:46.039Z,1763579746039,192.168.140.197,3132,"108285,9671,2,PI,1,100,822,819
108285,9672,2,PR,1,100,1077,1089
108285,9673,2,PG,1,100,213,198
108297,9674,2,EA,1,100,0.030305,0.030305
108297,9675,2,EL,1,100,26438.199219,26438.199219
108290,9676,1,T1,1,100,28.712
108305,9677,1,TH,1,100,28.449
108311,9678,3,AX,1,100,0.943,0.942,0.941
108311,9679,3,AY,1,100,-0.260,-0.261,-0.261
108311,9680,3,AZ,1,100,0.060,0.061,0.058
108311,9681,3,GX,1,100,0.488,0.458,0.458
108311,9682,3,GY,1,100,0.946,0.580,0.488
108311,9683,3,GZ,1,100,0.336,0.153,0.763
"
2025-11-19T19:15:46.043Z,1763579746043,192.168.140.197,3132,"108311,9684,3,MX,1,100,-9,-9,-10
108311,9685,3,MY,1,100,53,52,52
108311,9686,3,MZ,1,100,24,24,25
"
2025-11-19T19:15:46.048Z,1763579746048,192.168.140.197,3132,"108334,9687,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:46.139Z,1763579746139,192.168.140.197,3132,"108334,9687,4,EM,1,100,RS,RE,PS,MN
108405,9688,3,PI,1,100,822,815,817
108405,9689,3,PR,1,100,1094,1070,1088
108405,9690,3,PG,1,100,215,206,213
108364,9691,1,EA,1,100,0.030305
108364,9692,1,EL,1,100,26438.400391
108391,9693,2,AX,1,100,0.942,0.940
108391,9694,2,AY,1,100,-0.258,-0.260
108391,9695,2,AZ,1,100,0.059,0.059
108391,9696,2,GX,1,100,0.397,0.366
108391,9697,2,GY,1,100,0.458,0.549
108391,9698,2,GZ,1,100,0.122,0.336
108391,9699,2,MX,1,100,-9,-9
108391,9700,2,MY,1,100,52,53
108391,9701,2,MZ,1,100,24,24
"
2025-11-19T19:15:46.244Z,1763579746244,192.168.140.197,3132,"108497,9702,1,SF,1,100,0.2718
108485,9703,2,PI,1,100,807,824
108485,9704,2,PR,1,100,1092,1087
108485,9705,2,PG,1,100,207,202
108497,9706,2,EA,1,100,0.030305,0.030305
108497,9707,2,EL,1,100,26438.000000,26438.599609
108424,9708,1,T1,1,100,28.734
108438,9709,1,TH,1,100,28.449
108485,9710,2,AX,1,100,0.944,0.945
108485,9711,2,AY,1,100,-0.260,-0.258
108485,9712,2,AZ,1,100,0.057,0.058
108485,9713,2,GX,1,100,0.458,0.519
108485,9714,2,GY,1,100,0.641,0.641
108485,9715,2,GZ,1,100,0.397,0.214
"
2025-11-19T19:15:46.246Z,1763579746246,192.168.140.197,3132,"108485,9716,2,MX,1,100,-9,-9
108485,9717,2,MY,1,100,52,53
108485,9718,2,MZ,1,100,24,23
"
2025-11-19T19:15:46.247Z,1763579746247,192.168.140.197,3132,"108535,9719,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:46.302Z,1763579746302,192.168.140.197,3132,"108587,9720,2,RD,1,100,TL,TU
"
2025-11-19T19:15:46.430Z,1763579746430,192.168.140.197,3132,"108535,9719,4,EM,1,100,RS,RE,PS,MN
108587,9720,2,RD,1,100,TL,TU
108685,9721,5,PI,1,100,815,816,817,813,830
108685,9722,5,PR,1,100,1086,1083,1067,1090,1093
108685,9723,5,PG,1,100,230,220,208,209,211
108630,9724,2,EA,1,100,0.030305,0.030305
108630,9725,2,EL,1,100,26438.000000,26438.199219
108690,9726,2,T1,1,100,28.637,28.701
108572,9727,1,TH,1,100,28.448
108685,9728,5,AX,1,100,0.942,0.942,0.945,0.940,0.941
108685,9729,5,AY,1,100,-0.261,-0.260,-0.257,-0.260,-0.260
"
2025-11-19T19:15:46.433Z,1763579746433,192.168.140.197,3132,"108685,9730,5,AZ,1,100,0.058,0.057,0.059,0.063,0.054
108685,9731,5,GX,1,100,0.488,0.336,0.458,0.641,0.549
108685,9732,5,GY,1,100,0.885,0.458,0.732,1.587,0.183
108685,9733,5,GZ,1,100,0.366,0.458,0.244,0.092,0.671
108685,9734,5,MX,1,100,-10,-9,-10,-8,-9
108685,9735,5,MY,1,100,54,52,53,52,53
108685,9736,5,MZ,1,100,25,25,24,24,24
"
2025-11-19T19:15:46.450Z,1763579746450,192.168.140.197,3132,"108739,9737,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:46.520Z,1763579746520,192.168.140.197,3132,"108739,9737,4,EM,1,100,RS,RE,PS,MN
108764,9738,1,SF,1,100,0.2686
108765,9739,2,PI,1,100,809,821
108765,9740,2,PR,1,100,1077,1066
108765,9741,2,PG,1,100,210,208
108764,9742,2,EA,1,100,0.030305,0.030305
108764,9743,2,EL,1,100,26438.199219,26438.199219
108705,9744,1,TH,1,100,28.448
108765,9745,2,AX,1,100,0.942,0.943
108765,9746,2,AY,1,100,-0.258,-0.259
108765,9747,2,AZ,1,100,0.056,0.060
108765,9748,2,GX,1,100,0.427,0.580
108765,9749,2,GY,1,100,-0.305,1.221
108765,9750,2,GZ,1,100,0.275,0.305
"
2025-11-19T19:15:46.540Z,1763579746540,192.168.140.197,3132,"108765,9751,2,MX,1,100,-10,-10
108765,9752,2,MY,1,100,52,52
108765,9753,2,MZ,1,100,24,24
"
2025-11-19T19:15:46.622Z,1763579746622,192.168.140.197,3132,"108885,9754,3,PI,1,100,815,819,830
108885,9755,3,PR,1,100,1091,1094,1100
108885,9756,3,PG,1,100,208,211,215
108830,9757,1,EA,1,100,0.030305
108830,9758,1,EL,1,100,26438.000000
108823,9759,1,T1,1,100,28.658
108838,9760,1,TH,1,100,28.520
108885,9761,3,AX,1,100,0.940,0.940,0.940
108885,9762,3,AY,1,100,-0.260,-0.260,-0.262
108885,9763,3,AZ,1,100,0.058,0.059,0.057
108885,9764,3,GX,1,100,0.366,0.397,0.458
108885,9765,3,GY,1,100,0.549,0.214,0.732
108885,9766,3,GZ,1,100,0.397,0.458,0.519
"
2025-11-19T19:15:46.629Z,1763579746629,192.168.140.197,3132,"108885,9767,3,MX,1,100,-10,-10,-10
108885,9768,3,MY,1,100,53,52,52
108885,9769,3,MZ,1,100,24,25,24
"
2025-11-19T19:15:46.745Z,1763579746745,192.168.140.197,3132,"108939,9770,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:46.747Z,1763579746747,192.168.140.197,3132,"108939,9770,4,EM,1,100,RS,RE,PS,MN
108965,9771,2,PI,1,100,812,808
108965,9772,2,PR,1,100,1078,1088
108965,9773,2,PG,1,100,218,203
108964,9774,2,EA,1,100,0.030305,0.030305
108964,9775,2,EL,1,100,26438.000000,26438.000000
108957,9776,1,T1,1,100,28.604
108972,9777,1,TH,1,100,28.520
108965,9778,2,AX,1,100,0.942,0.941
108965,9779,2,AY,1,100,-0.261,-0.259
108965,9780,2,AZ,1,100,0.056,0.060
108965,9781,2,GX,1,100,0.305,0.580
108965,9782,2,GY,1,100,0.397,1.038
108965,9783,2,GZ,1,100,0.397,0.305
"
2025-11-19T19:15:46.750Z,1763579746750,192.168.140.197,3132,"108965,9784,2,MX,1,100,-10,-10
108965,9785,2,MY,1,100,52,52
108965,9786,2,MZ,1,100,23,25
"
2025-11-19T19:15:46.842Z,1763579746842,192.168.140.197,3132,"109097,9787,1,SF,1,100,0.2655
109085,9788,3,PI,1,100,823,812,816
109085,9789,3,PR,1,100,1076,1088,1080
109085,9790,3,PG,1,100,202,204,220
109097,9791,2,EA,1,100,0.030305,0.030305
109097,9792,2,EL,1,100,26437.599609,26437.800781
109090,9793,1,T1,1,100,28.616
109105,9794,1,TH,1,100,28.504
109085,9795,3,AX,1,100,0.944,0.943,0.944
109085,9796,3,AY,1,100,-0.260,-0.262,-0.261
109085,9797,3,AZ,1,100,0.057,0.056,0.061
109085,9798,3,GX,1,100,0.458,0.275,0.549
109085,9799,3,GY,1,100,0.702,0.397,1.190
"
2025-11-19T19:15:46.844Z,1763579746844,192.168.140.197,3132,"109085,9800,3,GZ,1,100,0.122,0.549,0.183
109085,9801,3,MX,1,100,-9,-10,-9
109085,9802,3,MY,1,100,52,53,52
109085,9803,3,MZ,1,100,24,25,24
"
2025-11-19T19:15:46.851Z,1763579746851,192.168.140.197,3132,"109140,9804,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:46.930Z,1763579746930,192.168.140.197,3132,"109140,9804,4,EM,1,100,RS,RE,PS,MN
109165,9805,2,PI,1,100,811,798
109165,9806,2,PR,1,100,1080,1090
109165,9807,2,PG,1,100,206,209
109164,9808,1,EA,1,100,0.030305
109164,9809,1,EL,1,100,26437.599609
109165,9810,2,AX,1,100,0.941,0.943
109165,9811,2,AY,1,100,-0.262,-0.260
109165,9812,2,AZ,1,100,0.057,0.059
109165,9813,2,GX,1,100,0.458,0.488
109165,9814,2,GY,1,100,0.458,0.641
109165,9815,2,GZ,1,100,0.427,0.427
109165,9816,2,MX,1,100,-10,-11
109165,9817,2,MY,1,100,52,52
109165,9818,2,MZ,1,100,24,23
"
2025-11-19T19:15:47.032Z,1763579747032,192.168.140.197,3132,"109285,9819,3,PI,1,100,802,827,822
109285,9820,3,PR,1,100,1089,1093,1081
109285,9821,3,PG,1,100,208,211,217
109297,9822,2,EA,1,100,0.030305,0.030305
109297,9823,2,EL,1,100,26438.000000,26438.000000
109223,9824,1,T1,1,100,28.656
109238,9825,1,TH,1,100,28.512
109285,9826,3,AX,1,100,0.941,0.939,0.942
109285,9827,3,AY,1,100,-0.262,-0.258,-0.262
109285,9828,3,AZ,1,100,0.059,0.056,0.056
109285,9829,3,GX,1,100,0.488,0.275,0.488
109285,9830,3,GY,1,100,0.885,0.366,0.732
109285,9831,3,GZ,1,100,0.244,0.549,0.153
"
2025-11-19T19:15:47.035Z,1763579747035,192.168.140.197,3132,"109285,9832,3,MX,1,100,-9,-10,-11
109285,9833,3,MY,1,100,53,51,53
109285,9834,3,MZ,1,100,24,25,23
"
2025-11-19T19:15:47.053Z,1763579747053,192.168.140.197,3132,"109341,9835,4,EM,1,100,RS,RE,PS,MN
"
2025-11-19T19:15:47.138Z,1763579747138,192.168.140.197,3132,"109341,9835,4,EM,1,100,RS,RE,PS,MN
109378,9836,2,PI,1,100,809,817
109378,9837,2,PR,1,100,1072,1090
109378,9838,2,PG,1,100,202,206
109364,9839,1,EA,1,100,0.030305
109364,9840,1,EL,1,100,26438.000000
109357,9841,1,T1,1,100,28.603
109372,9842,1,TH,1,100,28.539
109378,9843,2,AX,1,100,0.943,0.942
109378,9844,2,AY,1,100,-0.260,-0.260
109378,9845,2,AZ,1,100,0.056,0.059
109378,9846,2,GX,1,100,0.580,0.397
109378,9847,2,GY,1,100,0.793,0.671
109378,9848,2,GZ,1,100,0.427,0.061
109378,9849,2,MX,1,100,-9,-11
"
2025-11-19T19:15:47.139Z,1763579747139,192.168.140.197,3132,"109378,9850,2,MY,1,100,52,53
109378,9851,2,MZ,1,100,24,25
"
